# cam_id width height fx fy cx cy k1 k2 p1 p2 cam_name qvecw qvecx qvecy qvecz tvecx tvecy tvecz
1 1280 720 1015.2061211097563 1013.4443488751059 611.4492505421674 358.0175488611932 -0.40024454735304127 0.1407007680239311 0.000269572512644921 -1.117521055491982e-05 cam00 -0.0358028113366891 -0.24631475498729968 -0.21907698519694552 0.9434259243485698 0.577283157170595 0.7124283669067909 0.6786842920402822
2 1280 720 1017.7060462815803 1014.2455211656924 671.1020987844408 335.11507430573874 -0.3993980345801158 0.14090687825805656 -0.0012028919129445758 4.411578723340837e-05 cam01 -0.0682825411285584 0.2667476612392359 -0.18605984436799555 0.9431674899582693 0.1256723685976878 0.8016733603937137 0.19836370283811963
3 1280 720 1009.754297692106 1014.934040137142 650.650460258541 321.1014069526272 -0.41128825799563573 0.1693153146994027 -0.002015107029675512 0.0010418777625016101 cam02 0.005852074150627495 -0.035446367118429495 0.24690544450577753 0.9683733834423814 0.508796768459433 0.15243706152728362 -0.0807348098072226
4 1280 720 1012.1954907796826 1010.9525446051265 681.6163495799722 366.8463155352041 -0.404102897786123 0.1452471282685121 -0.001970293057995484 0.00023382304674398908 cam03 0.08765738144948759 -0.22153228313043774 0.23832553245651777 0.941509729948529 0.7777923568026044 0.09647549206939823 0.26896574535910234
5 1280 720 1029.6281688051697 1023.1530237496175 638.9643902447381 360.4722913612733 -0.3986211884425533 0.14841586382415756 0.0014058476784058473 -0.0003656088616564871 cam04 -0.08102388088010429 0.2975136659027502 -0.13725180363991396 0.9413196543819873 0.1168560758422203 0.5039497389989469 0.019519279016924993
6 1280 720 1017.5174915129045 1014.0133438494 655.3352603439596 351.1692090849091 -0.398759251997064 0.14135515302032592 -0.0005632550778193522 0.0020080248529038883 cam05 -0.03565718990150397 0.23505885142938587 0.2190096973230368 0.9463142467761424 0.1296425358913367 0.15129531581011713 -0.1788172579442582
7 1280 720 1008.279083915087 1008.7908699040565 622.9275635262068 369.2794933825835 -0.40717572067177193 0.14925034911929372 0.0010437379695716954 -0.002748107638963185 cam06 -0.026606566178210535 0.02306369578343349 -0.26196715980585106 0.9644342195071001 0.46512038039688175 0.7392939844604546 0.35634372100187617
8 1280 720 1009.0066392155666 1006.6880366122328 642.3009196913591 376.9426862311106 -0.4061905924708069 0.1513071753568546 -0.000868475878604688 -0.00014494420699203613 cam07 -0.000283069216604767 -0.3415053099585404 -0.08012611510395104 0.9364581404527851 0.6004610851312032 0.44701814226498 0.5635903053321544
9 1280 720 1033.7269859774253 1029.9464327642477 681.4010916566962 354.1003635095203 -0.42558583116086174 0.18804397248139493 -4.595164326378841e-05 -0.0008255720126011 cam08 -0.07698513081995152 0.4838109908117926 -0.22086703642965608 0.843337398092322 -0.062126992255292966 0.7826218507001496 0.25482202556988587
10 1280 720 1015.8100477105106 1013.2466859836513 625.6020504606577 361.2722880074703 -0.4198108818919795 0.168953408875125 0.0005219746195495045 -0.00018407044651491677 cam09 -0.1782884832293057 0.7799098432911548 -0.21536540959931164 0.5599746364197942 -0.6692003685256267 0.6687658318003413 0.6367745210944592
11 1280 720 1043.8884481364528 1040.3126560625976 597.4752702368129 388.8964196961177 -0.4365056854632365 0.20290469117871013 0.0013381185300306694 0.00019496074889806324 cam10 -0.18436579772682707 0.7134734316957855 -0.1377178438628929 0.6618147100016333 -0.5291158006967783 0.7042234369649665 0.3511218765814768
12 1280 720 1016.2386170779617 1013.9899892988927 626.6231650189466 337.5800601391649 -0.39828254436292077 0.14038507503093803 -0.00503529410732866 -0.0011920543378184656 cam11 0.035957092741211484 0.5148832513905602 0.17960877130233288 0.8374622464268769 -0.1578342883691769 0.11091752191077124 -0.16866757574770125
13 1280 720 1016.8142865456313 1020.1294451846541 644.6203785966023 343.2973230409729 -0.38801754909009556 0.13422041532782633 -0.0011674216284309521 -0.0003567646410624486 cam12 0.18199302880740975 0.6776476870293294 0.17774607492468045 0.6899844074891659 -0.4928512452997387 0.14108398539403283 -0.14438286898080827
14 1280 720 1015.2971843505612 1017.423417567345 632.5140873588898 349.38916723935506 -0.4149790799729752 0.11397959960873855 -0.005200188648577264 0.006666858087286094 cam13 0.19399973218170266 0.7914100189051865 0.1449456008437634 0.5612709316238998 -0.7796090017338659 0.261956452658896 0.1147961116476831
15 1280 720 1024.4946581284848 1019.2407190883137 618.4217274867015 322.9275539543136 -0.4282576436438064 0.18018900763558074 -2.705032760601424e-05 0.0018525447013634671 cam14 -0.054421565347286024 0.8869236969466766 -0.03902732928568508 0.45703557475148204 -0.660847359543203 0.43055088867907376 0.495275657190116
16 1280 720 1022.0608017802318 1019.0970093263295 641.9008193090875 345.91758797349866 -0.3878943436943958 0.1314377985988501 0.0009682196104751619 0.002218680145887714 cam15 -0.07426928496944199 0.7145001295891785 -0.03300002486411564 0.6948990117176327 -0.5150311813462138 0.4617935465135789 0.038053387537363224
17 1280 720 1020.8954268249291 1018.6770404609563 643.6200720907003 347.4233213416112 -0.39947681116817874 0.14246962541177313 0.00011717268297587489 0.0018282984968983457 cam16 -0.04180561035763139 0.4841326184762088 -0.006986760829325608 0.8739674386629683 -0.1659456260669242 0.4850582634898326 -0.10330008929777346
