# cam_id width height fx fy cx cy k1 k2 p1 p2 cam_name qvecw qvecx qvecy qvecz tvecx tvecy tvecz
23 1280 720 1012.6240352932833 1012.9467158896814 639.222928388962 333.61031642331244 -0.39921647160304163 0.15434903299272337 -0.0007728488191089916 0.0037293115479846515 cam22 0.5322639971724301 -0.31296613359747016 0.7865701302206978 0.007393698646314203 -0.6220540812354585 -0.46296743831608783 3.509148683308781
24 1280 720 1024.9207889551824 1020.0306807325173 632.768482076845 353.67146314599717 -0.41127445612804425 0.16884581534017484 -0.0013908579020956782 -0.0003833541198662552 cam23 0.5240451025460582 -0.09421372882242579 0.8188276057013946 0.21452705176780693 -0.17252811229277246 -0.43378588236823235 2.9815620924629846
25 1280 720 1011.9862311381016 1008.7429141610412 669.2492363389052 318.7558341536817 -0.38319999583818437 0.12153294838965858 -0.002601133888114003 0.0003663038284805357 cam24 0.8899836480563572 -0.22500685295615727 0.37733572051696324 0.12214244281579069 0.08100591870696858 -0.00015249530851778337 3.06321661934594
26 1280 720 1008.3059239104088 1005.690310196459 614.3611606149631 360.96612477985735 -0.38951187905117474 0.1308306545718329 0.0005554211462169896 -0.00020077008388581677 cam25 0.7228790623519187 -0.17745381335080074 0.658610397330222 0.11040085991058807 0.10698373739922663 0.06943028260088414 2.3674952596997763
27 1280 720 1015.0628579977147 1013.1735355733584 680.997024544279 346.61663334576787 -0.4141535396628879 0.173954198318256 0.00027729395068715206 0.0013401851423650896 cam26 0.3284881475656186 -0.046659687082098486 0.8734367328743065 0.35640803045970565 -0.16645975980089417 0.7002295844236422 3.643071087196651
28 1280 720 998.1334800802974 995.6345989925941 668.1523597911535 338.02169800879875 -0.39242273990134036 0.1275787090557494 -0.0011206352342967715 -8.77474206150625e-05 cam27 0.06044424926282916 -0.0181079526358643 0.8541448492220063 0.516192959395909 -0.2938451736654419 -0.27795622975049045 3.2925376615040753
29 1280 720 1010.5195959645469 1009.2119994894421 647.615147007556 375.0015693915873 -0.4304846204731093 0.1983710989751692 -0.00046374735500795525 -0.00025351355963185276 cam28 -0.10744151260436165 0.04335968496255776 0.8829669932799898 0.45491268158552023 -0.9327537740994742 0.14553153421522966 3.928505338285702
30 1280 720 1018.8069155740642 1019.2882800527608 640.7165383090756 337.23969929594466 -0.42742650069062693 0.19397379660407138 -0.0009620203260634124 0.0030413269334495026 cam29 0.055683109914103884 -0.06010099400054862 0.9947316224989428 -0.06161380519867862 -0.428827855225453 -0.17428663747556095 3.2930920844172515
31 1280 720 1008.3467697064117 1009.9396813815104 667.1556316223166 335.386089648812 -0.41697131943965 0.1663175657501682 -0.0014709615256959811 0.0005764593352221067 cam30 0.2950867456399221 -0.13963521396989984 0.9451293664621603 -0.012502008560863975 -0.15552709998814365 -0.41965460261100085 3.6259808005538914
32 1280 720 1029.2410247934092 1028.9694457974174 644.9921141845293 384.2995796763939 -0.4254895192979632 0.17882033367849287 -0.003163849294018412 0.00033202539726621613 cam31 -0.14522411131275334 0.03069343348519767 0.9882041757384477 -0.037687898421195555 -0.9040107329499101 0.008267888302310357 3.918141074164054
33 1280 720 1019.3356804969477 1015.1666709398883 656.4746008197438 355.4050065570766 -0.3874490962619262 0.12713132023679796 -9.897933598776311e-05 -1.8321465757719298e-05 cam32 -0.23598088827864622 -0.048861788251299346 0.9235662544812971 0.298246407521523 -0.2603261020529794 -0.849879800241085 3.3902909756981536
34 1280 720 1027.3964442563365 1023.7246493365162 625.9690928452852 364.81890251175685 -0.3932940056514968 0.1364745433863065 -9.544279793040554e-06 0.00020194842081661506 cam33 0.06577353778297022 -0.038808244275985095 0.9589936655113636 0.27294488713439313 -0.38619660304787484 -0.41186197762604204 2.6464550399207383
35 1280 720 1017.8360747356464 1013.3256179793112 623.7888561856969 363.9125684465723 -0.4264999485393908 0.18233473369273032 -0.0004327561711755801 -0.00015643668506314099 cam34 0.3672059858620974 -0.0938592508892288 0.8957511959229473 0.23233596357896824 -0.48964859049377474 -0.33382547178498184 3.0699835701942204
36 1280 720 1017.8885099928758 1016.1221800139194 669.9502629374906 339.69720985782413 -0.4208198332473427 0.17574706729930248 0.0008138524514503985 0.0006417333001419911 cam35 0.05400333392735539 -0.03285907154031961 0.7332861898016283 0.6769750993858262 -0.40454042341325347 -0.2881874391015397 3.306632269453953
37 1280 720 1026.6644665204158 1024.688966105026 655.2135908548939 333.32256157964423 -0.4544303269063268 0.24985580338362615 0.0009249681715833533 0.0010606465372678888 cam36 0.3988835315759947 0.08438611756166205 0.72627744234646 0.5534365258446686 0.03911388092501172 -0.17027652147582142 3.6964093612050473
38 1280 720 1025.1149816063557 1025.9837639111047 630.0760633182905 364.368301762508 -0.4138118641504047 0.15835344881802135 -8.640762276785831e-05 0.0007699322800109598 cam37 0.9233353199675658 0.22754126778739006 0.26150975855776026 0.1651953526379058 0.2655776344049701 -0.22827096430811084 3.741317271914419
39 1280 720 1018.1974913834749 1015.9626364536989 675.0132586573865 351.399758811598 -0.43262200501921066 0.21047814269106585 -0.000523426190705494 -0.0010591767768959052 cam38 0.730854696904596 0.22167396100742498 0.5047783882054612 0.40238146804303304 0.0901100631014332 0.19785723207203507 3.154389891542731
40 1280 720 1016.1992377390654 1015.1322726233602 678.7392859382528 385.64344916125276 -0.4091991949856181 0.15911264887636134 0.0009236478935394165 -0.0002487845299696021 cam39 -0.30521052215052624 -0.0743671051429695 0.7352067683748744 0.6006555407028485 -0.14664500583718304 -0.5627748815040258 3.9944164813585585
41 1280 720 1027.8532137815882 1025.565200040732 674.2735543444666 341.11632793115245 -0.42453429353687683 0.18373340728214832 -0.0010850773181138164 -0.000602034814638756 cam40 0.905006339572159 0.24174232846431098 -0.28721341599446953 -0.20008154746413542 0.5916334402321921 -0.4050146119241239 4.049041828473369
42 1280 720 1017.5803166045229 1016.8505871924859 674.5588488025307 336.24499078613 -0.43017381952547196 0.18728287161908322 -0.00041389442363310173 0.0004410798529573226 cam41 0.9389293338213595 0.31457555780226515 -0.10090420421355631 -0.09629260664869907 -0.09552178369763671 -0.3139794989060657 3.3943112829102837
43 1280 720 969.6053555126452 970.7796283903216 677.0863308393717 362.043811960129 -0.36594463993216064 0.099958881989224 3.929439121151324e-05 -0.00010258423375043354 cam42 0.5417760637556621 0.3704543030465577 -0.4057949757129361 -0.6360603303003951 -0.06745020409497908 -0.3306506657250053 2.482346258222501
44 1280 720 1018.1091826273134 1018.5755307402916 645.1851045923115 391.5118919257514 -0.39882595726871484 0.13422277510861408 0.00028676849157313264 -0.003251829475082853 cam43 0.6385655421480066 0.23040783010021607 -0.5318977954113306 -0.5061926663300238 0.09582168940165882 -0.5551106837229649 3.515758519283668
45 1280 720 1020.4781567304461 1018.6378296443957 662.0459851356495 325.3641399719603 -0.4085672108753765 0.15963927602450587 -0.0029008838622408273 0.0015783094166160253 cam44 0.7818577176231228 -0.6197151310768416 -0.06527596528374395 -0.01976648840461668 0.33607770155304845 -0.05513125920305319 3.1417596954640086
46 1280 720 1013.3234252486322 1013.1586318883335 658.8267500322685 355.87144500597367 -0.41101150866064123 0.15622476772327623 -0.00158261467900194 0.0015195893764986218 cam45 0.7371791638339293 -0.5811114123183412 0.3279596190408678 -0.10639029636701249 0.3830606062067236 0.33224589245600333 3.4944040632029774
47 1280 720 1045.3458593221599 1044.2385112993102 645.9449695220331 312.70263872719147 -0.4198928934554235 0.17455035145122122 -0.000616408313312649 0.00113451943370754 cam46 0.5862735053927726 -0.5019921564459583 0.6127439390577043 -0.16980022641108455 0.0011672524644143773 -0.3290469495731516 2.892157355784277
48 1280 720 1021.8597122082564 1023.6734161531174 647.8460314253688 356.41850971611933 -0.41170452105125455 0.1610923932031652 -0.003535112962809602 0.0008838116618350889 cam47 0.34769325932422324 -0.30071793943898745 0.8631659341007594 -0.2088604522834123 -0.2790045683615845 0.22192939958667074 3.4650487293678762
49 1280 720 1037.3108839316542 1037.4953791641985 625.3029261832331 374.6842775588351 -0.41721255088225284 0.172450908260623 -0.000437022961233847 -0.0004384990753254874 cam48 0.6990505579124567 -0.5465904339636259 -0.45207608205123667 0.09052309660490808 0.0729028430558018 0.87781373674598 3.819754311340626
50 1280 720 1018.0122794190595 1018.386512646696 665.3274544545675 347.32945357422375 -0.40767658969850873 0.156473057247922 -0.001973946495006922 0.00016029237630825303 cam49 -0.2696127585572171 0.20670480422208384 0.9188936662684454 -0.20054055556523415 -0.29681305903785876 0.6745099942838766 3.781030808285306
51 1280 720 1028.3113883688561 1028.4357838788378 685.298388434008 326.7294505631449 -0.41553756949964993 0.1558175788934781 -0.00292151074506887 0.0012686573967588151 cam50 0.06797809396948196 -0.05902602842601731 0.9630132352532759 -0.2539693198706215 -0.5695465890822133 -0.067942238573012 3.057822845868288
52 1280 720 1021.0673603708395 1013.858038107798 577.6942442290544 324.92858649262956 -0.46788760760467174 0.20535282474000563 0.00829205333911161 0.015859042000620802 cam51 -0.3845341755306245 0.6502331878045302 -0.5572217049426049 0.34472342662980987 0.20488242549608157 -0.4273261965096188 2.4335460884443574
53 1280 720 1037.2695957331318 1039.2488283437408 678.4806818409755 356.4857437114085 -0.405711003419896 0.15399020849431916 -0.0036736272823144457 -0.00016455641548467287 cam52 0.5166569560164853 -0.39663365510841264 -0.7380497999107152 0.17615284921588334 -0.10768404351683243 0.273783842908878 3.3326087218127216
